4,R0075
4,R0076
4,R0074
4,R0071
4,R0070
4,R0072
4,R0073
4,R0068
4,R0067
4,R0069
|
4,R0075
4,R0076
4,R0074
4,R0071
4,R0070
4,R0072
4,R0073
4,R0068
4,R0067
4,R0069
4,R0075
4,R0076
4,R0074
4,R0071
4,R0070
4,R0072
4,R0073
4,R0068
4,R0067
4,R0069
|
4,R0075
4,R0076
4,R0074
4,R0071
4,R0070
4,R0072
4,-1628344215
4,-179655491
4,R0073
4,R0068
4,R0067
4,R0069
4,1573705168
4,1507511714
|
4,R0075
4,R0076
4,R0074
4,R0071
4,R0070
4,R0072
4,-1628344215
4,-179655491
4,R0073
4,R0068
4,R0067
4,R0069
4,1573705168
4,1507511714
|
4,R0075
4,R0076
4,R0074
4,R0071
4,R0070
4,R0072
4,R0073
4,R0068
4,R0067
4,R0069
4,-1628344215
4,-179655491
4,1573705168
4,1507511714
|
4,R0075
4,R0076
4,R0074
4,R0071
4,R0070
4,R0072
4,-1628344215
4,-179655491
4,R0073
4,R0068
4,R0067
4,R0069
4,1573705168
4,1507511714
|
4,R0075
4,R0076
4,R0074
4,R0071
4,R0070
4,R0072
4,-1628344215
4,-179655491
4,R0073
4,R0068
4,R0067
4,R0069
4,1573705168
4,1507511714
|
4,R0075
4,R0076
4,R0074
4,R0071
4,R0070
4,R0072
4,-1628344215
4,-179655491
4,R0073
4,R0068
4,R0067
4,R0069
4,1573705168
4,1507511714
|
4,R0075
4,R0076
4,R0074
4,R0071
4,R0070
4,R0072
4,-1628344215
4,-179655491
4,1573705168
4,1507511714
4,R0073
4,R0068
4,R0067
4,R0069
|
4,R0075
4,R0076
4,R0074
4,R0071
4,R0070
4,R0072
4,R0073
4,R0068
4,R0067
4,R0069
|
4,R0075
4,R0076
4,R0074
4,R0071
4,R0070
4,R0072
4,R0073
4,R0068
4,R0067
4,R0069
|
4,R0075
4,R0076
4,R0074
4,R0071
4,R0070
4,R0072
4,R0073
4,R0068
4,R0067
4,R0069
|
4,R0075
4,R0076
4,R0074
4,R0071
4,R0070
4,R0072
4,R0073
4,R0068
4,R0067
4,R0069
|
4,R0075
4,R0076
4,R0074
4,R0071
4,R0070
4,R0072
4,R0073
4,R0068
4,R0067
4,R0069
|
4,R0075
4,R0076
4,R0074
4,R0071
4,R0070
4,R0072
4,R0073
4,R0068
4,R0067
4,R0069
|
4,R0075
4,R0076
4,R0074
4,R0071
4,R0070
4,R0072
4,R0073
4,R0068
4,R0067
4,R0069
|
4,R0075
4,R0076
4,R0074
4,R0071
4,R0070
4,R0072
4,-1628344215
4,-179655491
4,R0073
4,R0068
4,R0067
4,R0069
4,1573705168
4,1507511714
|
